ID,Predict
450,42
451,98
452,61
453,32
454,52
455,7
456,56
457,83
458,64
459,18
460,0
461,2
462,66
463,31 57 9
464,75
465,35
466,33 66 78
467,38
468,67
469,48
470,76
471,22
472,98
473,80
474,48
475,50
476,61 78 36
477,55
478,1 67
479,44
480,99 23
481,15
482,72
483,81
484,80 5
485,86
486,89 21 18
487,64
488,15
489,87
490,61
491,76
492,47
493,74
494,71
495,78
496,36
497,34
498,66
499,37 11
500,10
501,93
502,90 0
503,68
504,67 99
505,7
506,43
507,96
508,30
509,66
510,13
511,6
512,61 9
513,30
514,14
515,98
516,71 49 81
517,84
518,55
519,56
520,81
521,66 57
522,52
523,83 52 97
524,4 34
525,46 54 39
526,83
527,7
528,9
529,26
530,2
531,11
532,72
533,89
534,76
535,20
536,95
537,84
538,11 8
539,35
540,35
541,76
542,22
543,66 43
544,89
545,59
546,13
547,91
548,2
549,80
550,64
551,83
552,4
553,41
554,99
555,88
556,54 11 2
557,78
558,5
559,21
560,46
561,4
562,1 7
563,77
564,24 30 56
565,45
566,17
567,51
568,92
569,55
570,64
571,61
572,99
573,-1
574,83
575,95
576,31
577,29
578,94
579,19
580,41
581,50
582,81
583,17
584,36
585,34
586,63
587,91 52
588,79
589,70
590,4
591,92
592,10
593,42
594,21
595,16
596,13
597,20
598,46
599,86
600,25 32
601,97
602,60
603,68 24 76
604,87
605,1
606,22
607,65
608,63
609,71
610,19 32
611,7 35 46
612,65
613,39
614,15 82
615,33
616,76
617,57
618,22 60
619,18 42
620,70 51
621,98
622,43 35
623,12
624,20
625,41
626,46
627,65
628,17
629,19
630,2 83 53
631,97
632,52
633,68
634,53
635,33
636,81
637,31
638,4
639,14
640,47
641,86
642,75
643,31 4
644,61
645,26
646,95
647,86
648,85
649,-1
650,71 31 48
651,46 74
652,53
653,67
654,48
655,45
656,98 29
657,9
658,27
659,85
660,73
661,17
662,42
663,45
664,40
665,44
666,57 18
667,11 55
668,77
669,48
670,84
671,69
672,18
673,91
674,13
675,9
676,66
677,54
678,70
679,87
680,79
681,44
682,63
683,44
684,29 67 18
685,7
686,27 38
687,33
688,2
689,80
690,65
691,19
692,57
693,31
694,6
695,59
696,72
697,97
698,94 14 55
699,10
700,24
701,12
702,73
703,77
704,69
705,86
706,69
707,29
708,84
709,88
710,83
711,10
712,86
713,96
714,92
715,35
716,45
717,71
718,89
719,38
720,25
721,13
722,99 16
723,93
724,40
725,16
726,24 83
727,49
728,4
729,10
730,55
731,97
732,71
733,93
734,39
735,6
736,89
737,32
738,11
739,22 61
740,59
741,58
742,0
743,2
744,75
745,84
746,16
747,74
748,58
749,14
750,66
751,76
752,96
753,82 6
754,57 97
755,17
756,29 19
757,91 55
758,35
759,55
760,71
761,29
762,99
763,67 19 58
764,17 21
765,56
766,76
767,21
768,71
769,62
770,54
771,85
772,70
773,50
774,62
775,24 40 75
776,74 22
777,42
778,13
779,96
780,33
781,34 7 63
782,96
783,54
784,78 20 12
785,12
786,12
787,2
788,73 94
789,17
790,81
791,80 58
792,94
793,69
794,32
795,30 45 88
796,11
797,16 43
798,98
799,15
