ID,Predict
344,37
345,99
346,99
347,99
348,20
349,-1
350,99
351,99
352,48
353,51
354,9 30
355,-1
356,99
357,99
358,99
359,99
360,9 30
361,78
362,49
363,71
364,73
365,84
366,99
367,99
368,10
369,36
370,99
371,10
372,99
373,99
374,23
375,-1
376,-1
377,99
378,25
379,99
380,99
381,97
382,-1
383,-1
384,99
385,25
386,47
387,62
388,99
389,81
390,37
391,54
392,81
393,99
394,60 73
395,24
396,79 81
397,47
398,37
399,54
400,72
401,-1
402,78
403,57
404,59
405,99
406,99
407,-1
408,74
409,47 96
410,99
411,99
412,82
413,99
414,36
415,99
416,54
417,2
418,99
419,99
420,99
421,67
422,56
423,99
424,84
425,49
426,6 73
427,99
428,95
429,-1
430,99
431,35
432,-1
433,99
434,99
435,-1
436,-1
437,99
438,36 42
439,72
440,72
441,11
442,-1
443,99
444,62
445,-1
446,0
447,99
448,-1
449,-1
450,63
451,16 21
452,99
453,48
454,84
455,50
456,99
457,59
458,10
459,99
460,99
461,-1
462,37
463,-1
464,57 68 98
465,78
466,99
467,99
468,99
469,-1
470,46
471,-1
472,52 65
473,92
474,99
475,99
476,99
477,99
478,38
479,45
480,-1
481,99
482,49
483,-1
484,-1
485,37
486,-1
487,3
488,46
489,-1
490,99
491,-1
492,63
493,15
494,53
495,56
496,37
497,99
498,99
499,38
500,2 44
501,99
502,99
503,99
504,99
505,22
506,99
507,99
508,99
509,37
510,-1
511,29
512,69
513,65
514,6
515,99
516,99
517,-1
518,99
519,99
520,99
521,99
522,99
523,97
524,86
525,35
526,32
527,99
528,99
529,45
530,45
531,62
532,17
533,99
534,83
535,36
536,78
537,90
538,-1
539,-1
540,-1
541,37
542,43
543,99
544,36
545,99
546,88
547,37
548,0 34
549,24
550,33
551,99
552,89
553,74
554,-1
555,69
556,69
557,99
558,99
559,0
560,99
561,99
562,38 91
563,25
564,50
565,74
566,47
567,99
568,99
569,99
570,99
571,97
572,63
573,92
574,38
575,74
576,16
577,13
578,69
579,99
580,99
581,99
582,99
583,99
584,-1
585,78
586,-1
587,9 30 82
588,19 81
589,-1
590,10
591,79
592,99
593,37
594,38
595,-1
596,99
597,3
598,62
599,26
600,99
601,38
602,69
603,99
604,62
605,9
606,10
607,-1
608,6
609,12
610,73
611,47 96
612,-1
613,99
614,99
615,99
616,99
617,13
618,99
619,64
620,30
621,42
622,99
623,60
624,99
625,58
626,37
627,62
628,49
629,99
630,99
631,66
632,99
633,99
634,99
635,-1
636,0 34
637,99
638,92
639,-1
640,99
641,13
642,45
643,81
644,13
645,99
646,99
647,36
648,-1
649,0 34
650,80
651,25
652,-1
653,99
654,99
655,92
656,99
657,84
658,51
659,-1
660,99
661,14
662,99
663,99
664,99
665,54
666,43
667,99
668,-1
669,99
670,41
671,84
672,33
673,99
674,80
675,99
676,99
677,99
678,26
679,94
680,10
681,41
682,57 68 98
683,45
684,99
685,10
686,58
687,99
688,97
689,99
690,99
691,90
692,99
693,-1
694,99
695,-1
696,-1
697,6 71
698,99
699,-1
700,63
701,10 80
702,99
703,-1
704,99
705,-1
706,99
707,-1
708,-1
709,99
710,50
711,99
712,-1
713,99
714,82
715,99
716,47 96
717,35
718,99
719,99
720,78
721,99
722,-1
723,99
724,26 81
725,99
726,10
727,99
728,49
729,0 34
730,99
731,99
732,99
733,-1
734,-1
735,26 81
736,-1
737,99
738,-1
739,2 31
740,99
741,99
742,78
743,-1
744,99
745,99
746,79
747,-1
748,42
749,37
750,29
751,57 68 98
752,99
753,59 75
754,99
755,39
756,99
757,-1
758,37
759,-1
760,99
761,47
762,65
763,-1
764,-1
765,99
766,99
767,-1
768,94
769,32
770,99
771,99
772,0 34
773,99
774,99
775,47
776,99
777,99
778,99
779,0
780,98
781,99
782,-1
783,35
784,99
785,99
786,31
787,99
788,43
789,20
790,41
791,99
792,27
793,99
794,99
795,54
796,97
797,13
798,71
799,99
