ID,Predict
321,71
322,93
323,43
324,43
325,69
326,16
327,72
328,74
329,37
330,-1
331,84
332,77
333,-1
334,66
335,98
336,85
337,-1
338,12
339,67
340,13
341,26 81
342,65
343,20 83
344,37
345,-1
346,-1
347,52 65
348,10 20
349,77
350,-1
351,-1
352,48
353,51
354,9 30
355,-1
356,-1
357,-1
358,-1
359,-1
360,9 30
361,78
362,49
363,32 71
364,73 95
365,84
366,-1
367,-1
368,10
369,36
370,-1
371,10
372,-1
373,-1
374,23
375,-1
376,30
377,-1
378,25
379,-1
380,-1
381,97
382,43 53
383,50
384,-1
385,25
386,47
387,62
388,-1
389,81
390,37
391,11 54
392,81
393,-1
394,60 73
395,24 53
396,79 81
397,0 47
398,37
399,54
400,72
401,-1
402,78
403,57
404,59
405,-1
406,-1
407,-1
408,74
409,47 96
410,5 21
411,-1
412,82
413,-1
414,36
415,-1
416,11 54
417,2
418,12
419,38
420,-1
421,67
422,56
423,-1
424,84
425,10 49
426,6 73
427,-1
428,95
429,28
430,-1
431,35
432,39
433,-1
434,-1
435,-1
436,-1
437,38
438,36 42
439,3 72
440,72
441,11
442,-1
443,-1
444,62
445,8
446,0 34
447,26
448,74
449,47
450,63
451,1 16 21
452,-1
453,48
454,84
455,50 79
456,5
457,59
458,10
459,-1
460,-1
461,-1
462,37
463,56
464,57 68 98
465,78
466,-1
467,-1
468,-1
469,-1
470,46
471,12 77
472,52 65
473,92
474,-1
475,-1
476,-1
477,-1
478,38 91
479,45
480,87
481,-1
482,49
483,-1
484,-1
485,37
486,56
487,3
488,46
489,7
490,-1
491,-1
492,63
493,15 35
494,53
495,43 56
496,37
497,-1
498,-1
499,38
500,2 44
501,-1
502,79
503,-1
504,-1
505,22
506,-1
507,-1
508,-1
509,37
510,-1
511,29
512,69
513,65
514,6
515,-1
516,-1
517,-1
518,-1
519,-1
520,-1
521,-1
522,-1
523,97
524,86
525,15 26 35
526,32
527,13
528,91
529,45
530,45
531,62
532,17 77
533,-1
534,83
535,36 84
536,78
537,90
538,20
539,74
540,15
541,37
542,43
543,-1
544,36
545,-1
546,88
547,37
548,0 34
549,24 53
550,33
551,95
552,-1
553,74
554,38
555,69
556,69
557,-1
558,-1
559,0 34
560,-1
561,-1
562,38 91
563,25
564,50
565,74 86
566,47
567,-1
568,-1
569,-1
570,-1
571,97
572,63
573,92
574,38
575,74
576,16
577,13
578,69
579,-1
580,-1
581,-1
582,-1
583,5 21
584,-1
585,78
586,19 50
587,9 30 82
588,19 81
589,72
590,10
591,79
592,-1
593,37
594,38
595,16 56
596,-1
597,3
598,62
599,26
600,-1
601,38
602,69
603,-1
604,62
605,9 30
606,10
607,-1
608,6
609,12
610,73
611,47 96
612,44
613,-1
614,-1
615,-1
616,-1
617,13
618,-1
619,64
620,30
621,42
622,-1
623,36 60
624,-1
625,58
626,37
627,62
628,49
629,-1
630,-1
631,66
632,-1
633,-1
634,-1
635,37
636,0 34
637,-1
638,92
639,-1
640,53
641,13
642,45
643,19 81
644,13
645,-1
646,-1
647,36
648,84
649,0 34
650,80
651,25 82
652,64
653,-1
654,18
655,92
656,-1
657,84
658,51
659,-1
660,-1
661,14
662,-1
663,-1
664,-1
665,54
666,43
667,-1
668,12
669,23
670,41
671,84
672,33
673,-1
674,80
675,25
676,-1
677,-1
678,26
679,94
680,10
681,41
682,57 68 98
683,45
684,-1
685,10
686,58
687,-1
688,97
689,-1
690,-1
691,90
692,-1
693,-1
694,-1
695,78
696,68 98
697,6 71
698,-1
699,84
700,63
701,10 80
702,-1
703,49
704,84
705,-1
706,-1
707,72
708,-1
709,-1
710,50
711,-1
712,12
713,-1
714,82
715,-1
716,47 96
717,35
718,-1
719,16
720,78
721,-1
722,37
723,98
724,26 81
725,-1
726,10
727,-1
728,49
729,0 34
730,-1
731,23
732,39
733,39
734,-1
735,26 81
736,64
737,74
738,38
739,2 31
740,15
741,-1
742,78
743,96
744,-1
745,-1
746,79
747,26 81
748,42
749,37
750,29
751,57 68 98
752,-1
753,59 75
754,-1
755,39
756,-1
757,-1
758,37
759,57 68
760,-1
761,47
762,65
763,-1
764,63
765,-1
766,-1
767,-1
768,94
769,32
770,-1
771,-1
772,0 34
773,-1
774,80
775,47
776,-1
777,43
778,-1
779,0 34
780,57 68 98
781,-1
782,-1
783,35
784,-1
785,-1
786,31
787,-1
788,43
789,20
790,41
791,-1
792,27
793,-1
794,-1
795,54
796,97
797,13
798,71
799,-1
