ID,Predict
302,5 22 41
303,85
304,83 97
305,-1
306,41
307,-1
308,-1
309,-1
310,47
311,44 74
312,33
313,-1
314,2 44
315,-1
316,38
317,26 60 73 81
318,-1
319,17
320,36
321,71
322,-1
323,20 43
324,43
325,69
326,16
327,-1
328,-1
329,37
330,53
331,49 84
332,77
333,-1
334,66
335,98
336,85
337,-1
338,12
339,67
340,13
341,26 81
342,6 65
343,20 83
344,37
345,-1
346,-1
347,-1
348,20
349,24
350,18
351,63
352,48
353,51 77
354,9 30
355,-1
356,97
357,-1
358,-1
359,-1
360,9 30
361,78
362,49
363,6 71
364,13 73 95
365,84
366,79 97
367,-1
368,10
369,36
370,-1
371,10
372,-1
373,-1
374,23
375,1
376,71
377,-1
378,25
379,-1
380,-1
381,97
382,11 43 53
383,50
384,-1
385,25
386,47
387,62
388,-1
389,81
390,37
391,11 31 54
392,81
393,-1
394,60 73
395,24
396,53 79 81
397,0 47 65
398,37
399,54
400,3 72
401,91
402,78
403,57
404,59 69
405,37
406,-1
407,53
408,19 74
409,47 96
410,-1
411,-1
412,71 82
413,36
414,36
415,-1
416,11 54
417,2 62
418,12 77
419,26
420,20 56
421,67
422,56
423,-1
424,84
425,10 49
426,6 73
427,38
428,95
429,28
430,-1
431,35
432,39
433,-1
434,14
435,-1
436,-1
437,-1
438,14 36 42 57
439,3 13 72
440,72
441,11
442,-1
443,-1
444,62
445,8
446,0 34
447,-1
448,-1
449,47
450,63 94
451,16 21 93
452,65
453,48
454,41 84
455,50 79
456,5
457,59
458,10
459,-1
460,-1
461,32
462,37
463,56
464,57 68 98
465,78
466,-1
467,-1
468,-1
469,-1
470,38 46
471,11 12 18 77
472,52 65
473,92
474,-1
475,-1
476,-1
477,26 39 79
478,38 91
479,45
480,87
481,-1
482,49 97
483,95
484,75
485,37
486,56
487,3
488,46
489,7
490,-1
491,20 83
492,63
493,15 35
494,53
495,11 43 53 56
496,37
497,-1
498,-1
499,38
500,2 44
501,3
502,-1
503,-1
504,47
505,5 22 41
506,-1
507,-1
508,-1
509,37
510,8
511,29
512,69
513,65
514,6
515,12
516,-1
517,79
518,-1
519,63
520,-1
521,1
522,-1
523,83 97
524,86
525,15 35
526,32
527,13 71
528,57 91
529,27 45
530,45
531,62
532,17
533,-1
534,83
535,17 36 84
536,78
537,90
538,12 20
539,16 74
540,-1
541,37
542,20 43 53
543,-1
544,36
545,-1
546,88
547,37
548,0 34
549,24
550,33
551,-1
552,89
553,74 83
554,38
555,69
556,69
557,84
558,-1
559,0 34
560,-1
561,-1
562,38 91
563,25 26
564,50
565,74 84 86
566,47
567,-1
568,-1
569,-1
570,-1
571,83 97
572,63
573,92
574,38
575,74
576,16
577,13
578,69
579,-1
580,-1
581,-1
582,-1
583,-1
584,78
585,78
586,19 39 50
587,9 30 82
588,19 81
589,72
590,10 26
591,79
592,-1
593,37
594,38
595,16 56
596,-1
597,3
598,62
599,26
600,-1
601,38 91
602,69
603,0 34
604,62
605,9 10 30
606,10
607,59
608,6 50 71
609,12
610,60 73
611,47 96
612,44
613,96
614,-1
615,19 37
616,-1
617,13 26 81
618,-1
619,64
620,30 71
621,6 42
622,67
623,36 60
624,-1
625,58
626,37 53 84
627,36 62
628,49
629,-1
630,10
631,66
632,47
633,12
634,-1
635,-1
636,0 34
637,-1
638,43 92
639,59 69
640,53
641,13
642,16 45
643,16 19 81
644,13
645,-1
646,-1
647,36
648,84
649,0 34
650,80
651,25 78 82
652,64
653,-1
654,18
655,92
656,-1
657,84
658,51
659,1 21
660,-1
661,14
662,84
663,-1
664,-1
665,54 94
666,43
667,-1
668,79
669,-1
670,29 41
671,84
672,33
673,-1
674,80
675,-1
676,-1
677,-1
678,26 81
679,94
680,10
681,41 98
682,57 68 98
683,45
684,-1
685,10
686,58 64
687,-1
688,97
689,-1
690,-1
691,90
692,-1
693,3
694,-1
695,78
696,-1
697,6 71
698,-1
699,84
700,63
701,10 80
702,84
703,-1
704,84
705,62
706,-1
707,72
708,82
709,90
710,50
711,-1
712,-1
713,37
714,82
715,-1
716,47 96
717,35
718,16 63
719,-1
720,78
721,-1
722,37 97
723,-1
724,26 81
725,-1
726,10
727,-1
728,49
729,0 15 34
730,-1
731,23
732,47
733,39 85
734,6
735,26 81
736,-1
737,74
738,38
739,2 13 31
740,-1
741,-1
742,78
743,47 96
744,55
745,-1
746,79
747,26 81
748,42
749,37
750,29
751,57 68 98
752,77
753,59 75
754,-1
755,39
756,-1
757,48
758,37
759,57 68 98
760,-1
761,47
762,65
763,72
764,63
765,-1
766,96
767,43
768,94
769,32 44
770,3 11 43
771,-1
772,0 16 34 78
773,-1
774,-1
775,13 47 94
776,-1
777,-1
778,-1
779,0 21 46
780,26 57 68 98
781,-1
782,94
783,35
784,-1
785,-1
786,31
787,-1
788,-1
789,20
790,41
791,-1
792,27
793,-1
794,81
795,54
796,97
797,13
798,71
799,53
